,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
166,corpse-party,3,8/12/2010,3.7,4,23,0,123,71,321,2019-10-22T14:28:00,"Singleplayer, Для одного игрока",23,"Indie, Adventure",12,73,20,8,8,2
167,quell-reflect-2,3,2/20/2014,0,0,4,0,119,,232,2019-09-17T11:09:55,"Singleplayer, Steam Achievements",4,,0,115,1,0,0,3
168,skylanders-swap-force,0,10/13/2013,3.27,4,15,0,119,,501,2019-09-17T11:15:43,"battle, character",15,"Platformer, Arcade",5,90,14,0,8,2
169,elliot-quest,2,11/10/2014,0,0,4,0,118,,266,2019-09-17T10:50:37,"Singleplayer, Экшен",4,"Indie, Adventure",5,105,1,3,4,0
170,mega-man-3-1990,0,9/28/1990,4.08,4,62,0,117,,312,2019-08-28T22:01:50,,62,,7,35,50,9,14,2
171,adventure-time-finn-and-jake-investigations,4,10/20/2015,3.12,3,17,0,117,,417,2019-10-23T14:56:35,"Singleplayer, steam-trading-cards",17,"Adventure, Action",3,99,8,2,4,1
172,pixel-hunter,1,3/5/2014,0,0,2,0,117,,249,2019-10-22T13:48:42,"Singleplayer, Экшен",2,"Adventure, Action",1,115,0,0,1,0
173,fire-emblem-warriors,0,10/20/2017,3.66,4,40,1,117,72,330,2019-09-17T13:23:48,"role-playing, exclusive",41,,11,18,44,19,17,8
174,final-fantasy-ii-1988,0,12/17/1988,3.29,4,41,1,116,,224,2020-01-09T12:27:52,,42,,13,26,44,15,16,2
175,super-contra-1988,0,1/8/1988,4.25,4,54,0,116,,356,2019-08-28T22:01:46,"Singleplayer, Multiplayer",55,,2,25,53,8,27,1
176,the-legend-of-dark-witch,6,10/16/2014,0,0,4,0,115,,399,2019-11-19T19:23:25,"Singleplayer, Экшен",4,"Casual, Indie",6,102,5,1,1,0
177,adventure-time-the-secret-of-the-nameless-kingdom,2,11/18/2014,3.18,4,11,0,115,,247,2019-10-23T14:56:40,"Singleplayer, Steam Achievements",11,"Adventure, Action",10,92,3,0,9,1
178,double-dragon-ii,0,12/1/1988,4.07,4,43,0,113,,1839,2020-12-16T15:02:34,"Singleplayer, Multiplayer",43,"Arcade, Action",10,39,43,6,14,1
179,phoenix-wright-ace-attorney-spirit-of-justice,0,6/9/2016,4.41,5,41,0,112,,202,2020-03-17T10:11:51,"friends, Investigation",41,"Adventure, RPG",18,12,57,16,5,4
180,ecco-the-dolphin-1992,0,7/31/1992,3.8,4,56,0,112,,273,2019-09-17T14:14:46,,56,,7,28,38,4,34,1
181,wario-land-super-mario-land-3,1,1/21/1994,4.19,4,48,0,112,,200,2019-08-28T22:06:51,,48,,9,30,46,9,17,1
182,fire-emblem-fates-revelation,0,3/10/2016,3.72,4,45,1,111,88,468,2019-09-17T13:25:51,,46,"Strategy, RPG",20,19,45,12,11,4
183,shin-megami-tensei-iv,82,5/23/2013,4.45,5,38,0,109,83,280,2019-12-06T19:53:51,"role-playing, exclusive",40,,12,13,48,12,9,15
184,super-mario-bros-the-lost-levels,0,6/3/1986,3.77,4,48,0,109,,206,2020-11-07T18:22:29,"Singleplayer, Import",48,"Platformer, Adventure",7,27,37,8,26,4
185,azure-striker-gunvolt,3,8/20/2014,3.76,4,15,2,106,,283,2019-09-17T12:28:38,"Singleplayer, Для одного игрока",17,"Indie, Action",6,76,10,6,7,1
186,castlevania-iii-draculas-curse-1989,0,12/22/1989,4.22,4,41,0,104,,398,2019-08-28T22:01:57,,41,,12,25,39,12,15,1
187,pure-chess,3,4/11/2012,3.78,4,9,0,103,,517,2019-10-23T14:56:44,,9,,2,91,5,0,5,0
188,skylanders-spyros-adventure,0,10/13/2011,3.18,3,22,0,100,,496,2019-09-17T12:59:24,,22,"Platformer, Arcade",2,67,20,2,8,1
189,mario-luigi-dream-team,0,7/12/2013,4.03,4,34,1,97,,290,2019-10-26T08:37:46,"role-playing, exclusive",35,"Strategy, Adventure",11,19,32,16,16,3
190,mario-kart-super-circuit,1,7/21/2001,3.74,4,42,0,97,93,160,2020-02-05T01:50:24,"Multiplayer, Singleplayer",42,,3,33,41,6,14,0
191,kingdom-hearts-dream-drop-distance,0,3/29/2012,3.64,4,42,0,97,,176,2020-05-01T20:30:01,"exclusive, true exclusive",42,,16,14,53,6,7,1
192,kirby-triple-deluxe,0,1/11/2014,4.11,4,44,0,97,80,320,2019-10-30T16:18:32,"exclusive, true exclusive",46,,8,19,53,5,5,7
193,castlevania-ii-simons-quest-1987,0,8/28/1987,2.97,3,38,0,96,,350,2019-10-30T03:11:29,,38,"Platformer, Adventure",10,26,34,8,17,1
194,gunslugs,3,1/16/2013,2,3,6,0,95,,265,2019-10-22T14:27:54,"Singleplayer, Экшен",6,"Casual, Indie",4,88,1,0,2,0
195,shakedown-hawaii,1,5/7/2019,3.81,4,15,0,91,,493,2019-11-19T19:05:11,"Singleplayer, Экшен",16,"Arcade, Indie",7,35,8,37,3,1
196,balloon-fight-1985,0,1/22/1985,3.9,4,50,0,91,,271,2020-06-20T21:46:41,,50,"Arcade, Action",6,25,30,1,27,2
197,one-piece-unlimited-world-red,0,11/21/2013,3.18,3,11,0,90,,514,2019-10-23T14:56:44,"fun, Fishing",11,"Action, RPG",6,67,12,3,2,0
198,mega-man-4,0,12/6/1991,3.85,4,46,0,90,,331,2020-04-24T09:49:54,"Singleplayer, Multiplayer",46,"Platformer, Action",6,26,36,9,12,1
199,professor-layton-vs-phoenix-wright-ace-attorney,0,11/29/2012,4.11,4,35,0,89,,247,2019-09-12T06:37:43,"exclusive, true exclusive",35,"Adventure, Puzzle",16,11,44,15,1,2
200,spider-man-edge-of-time,0,10/4/2011,3.65,4,26,0,89,55,639,2020-09-15T06:37:58,"Story, Epic",26,,10,35,23,12,9,0
201,little-adventure-on-the-prairie,0,10/12/2017,1.88,1,16,0,89,,119,2019-09-17T13:23:55,,16,,0,76,12,0,1,0
202,kirby-planet-robobot,0,6/10/2016,4.26,4,37,0,88,81,276,2019-09-12T06:37:38,"exclusive, true exclusive",39,,8,11,45,12,5,7
203,wario-land-4,3,8/21/2001,4.37,4,38,0,88,,52,2019-08-28T22:06:50,,38,,11,19,32,13,10,3
204,persona-q-shadow-of-the-labyrinth,0,6/5/2014,3.71,4,23,1,87,,166,2020-09-23T15:55:50,"role-playing, exclusive",24,,14,17,15,15,18,8
205,mega-man-5,0,12/4/1992,4.05,4,39,0,86,,329,2019-08-28T22:01:50,,39,,5,26,35,8,11,1
206,kirby-the-amazing-mirror-2004,0,4/15/2004,4.19,4,36,0,85,,225,2019-08-28T22:02:09,"Singleplayer, Multiplayer",36,,8,24,34,7,11,1
207,f-zero,15,11/21/1990,4,4,33,0,82,,240,2019-09-23T18:16:57,"race, cars",34,,1,21,25,4,28,3
208,mighty-gunvolt,2,8/29/2014,3.25,3,8,0,82,,220,2019-09-17T13:13:09,"Singleplayer, Экшен",8,"Platformer, Action",4,71,4,2,0,1
209,pokemon-trading-card-game,2,12/18/1998,4.32,4,31,0,81,,247,2019-08-28T22:01:20,"Singleplayer, Multiplayer",31,"Card, Board Games",3,16,48,2,12,0
210,monster-hunter-4-ultimate,0,2/13/2015,4.26,4,38,0,81,,152,2019-04-26T00:56:28,,38,"Action, RPG",9,14,36,6,12,4
211,mega-man-x2,6,12/16/1994,4,4,35,0,80,,424,2019-08-28T22:06:55,,35,"Adventure, Action",7,19,31,11,12,0
212,battleship,1,5/15/2012,3.55,3,11,0,79,,255,2019-11-20T11:41:03,"Singleplayer, Multiplayer",11,"Shooter, Casual",1,69,7,1,1,0
213,the-legend-of-zelda-tri-force-heroes,0,10/23/2015,3.57,3,22,1,79,,267,2019-09-12T06:37:39,"exclusive, true exclusive",23,,12,11,16,15,23,2
214,bravely-second-end-layer,0,4/15/2016,4.19,5,16,0,78,,339,2019-09-12T06:37:34,"role-playing, exclusive",16,,35,9,12,11,8,3
215,metroid-ii-return-of-samus,6,11/1/1991,3.85,4,26,1,78,,137,2019-08-28T22:06:55,,27,"Platformer, Adventure",9,18,28,8,14,1
216,ghosts-n-goblins-1985,0,9/19/1985,3.7,4,36,0,77,,390,2019-09-05T13:49:09,"Singleplayer, Multiplayer",37,,6,23,14,4,29,1
217,kirbys-dream-land-1992,0,4/27/1992,4.03,4,29,2,77,,233,2019-09-12T06:36:08,"Singleplayer, exclusive",32,"Platformer, Action",3,15,44,5,9,1
218,professor-layton-and-the-miracle-mask,0,10/28/2012,4.16,4,28,1,76,82,357,2019-09-12T06:37:43,"Anime, exclusive",31,"Casual, Puzzle",13,6,34,9,11,3
219,shin-megami-tensei-iv-apocalypse,0,9/20/2016,4.24,4,21,0,76,,275,2019-09-12T06:37:44,"role-playing, exclusive",21,,21,11,23,11,3,7
220,conception-ii-children-of-the-seven-stars,4,4/15/2014,3.17,4,6,0,76,,437,2019-08-28T22:15:26,"Singleplayer, Для одного игрока",6,,9,57,0,4,2,4
221,punch-out-1987,0,9/18/1987,4.26,5,35,0,76,,288,2019-08-28T22:01:50,,35,"Fighting, Sports",7,24,20,5,17,3
222,donkey-kong-jr,0,1/1/1982,3.84,4,30,1,76,,351,2019-08-28T22:02:35,"Multiplayer, Singleplayer",31,,5,22,29,2,17,1
223,star-wars-pinball,0,7/11/2013,3.29,4,7,0,74,,545,2019-12-01T06:23:21,,7,,4,66,1,1,2,0
224,mega-man-6,0,11/5/1993,3.97,4,33,0,73,,366,2019-08-28T22:01:50,,33,,9,21,27,8,8,0
225,bubble-bobble-1986,0,1/1/1986,4.03,4,37,0,71,,262,2019-08-28T22:02:14,"Multiplayer, Singleplayer",37,,6,22,21,4,18,0
226,paper-mario-sticker-star,7,11/11/2012,3.06,4,33,0,71,75,238,2020-06-18T22:11:12,"exclusive, true exclusive",35,,8,15,18,8,20,2
227,the-legend-of-zelda-four-swords,0,12/2/2002,4,4,25,0,71,,47,2019-08-18T19:02:29,,25,"Adventure, Action",8,11,32,7,11,2
228,gunman-clive-2,4,1/29/2015,3.78,4,7,2,71,,222,2019-09-17T13:33:10,"Singleplayer, Экшен",9,"Indie, Action",5,57,8,0,1,0
229,galaga-1981,0,1/1/1981,3.93,4,44,1,70,,216,2019-08-28T22:01:54,"Multiplayer, Singleplayer",45,,3,20,17,2,28,0
230,brave-dungeon,7,9/2/2016,0,0,2,0,70,,164,2019-09-17T12:15:45,"Singleplayer, Приключение",2,,2,66,1,1,0,0
231,dig-dug-1982,0,4/19/1982,3.81,4,32,0,69,,230,2019-08-28T22:02:38,"Singleplayer, 2 players",32,,3,22,18,2,24,0
232,kid-icarus-1986,0,12/19/1986,3.63,4,29,1,68,,159,2019-08-28T22:02:14,,30,,8,21,11,4,21,3
233,warioware-inc-mega-microgames,0,3/21/2003,4.38,5,36,1,68,89,154,2019-08-28T22:02:01,"Singleplayer, Multiplayer",39,,5,14,36,3,7,3
234,super-smash-bros-for-nintendo-3ds,0,9/13/2014,3.71,4,30,0,68,88,242,2020-04-25T10:28:29,,31,"Arcade, Fighting",1,16,32,2,14,3
235,star-fox-64-3d,0,7/14/2011,4.18,5,34,0,65,,328,2019-09-12T06:37:44,"exclusive, true exclusive",34,,5,15,34,4,5,2
236,gunslugs-2,2,1/14/2015,0,0,1,0,64,,341,2019-10-22T14:28:51,"Singleplayer, Экшен",1,"Indie, Adventure",2,62,0,0,0,0
237,captain-america-super-soldier,7,7/14/2011,3.6,4,10,0,63,57,619,2020-09-01T02:45:07,"War, Story",10,"Adventure, Action",4,43,10,2,4,0
238,thor-god-of-thunder,0,4/28/2011,2.82,1,11,0,63,44,609,2020-09-01T02:43:04,,11,"Adventure, Action",2,45,4,1,10,1
239,animal-crossing-happy-home-designer,0,9/25/2015,3.7,4,27,0,62,,327,2019-09-12T06:37:33,"exclusive, true exclusive",27,,4,9,16,3,25,5
240,gunstar-heroes-1993,0,9/9/1993,4.34,5,37,0,62,,303,2019-08-28T22:00:08,"Multiplayer, Singleplayer",38,,1,16,32,3,10,0
241,street-fighter-alpha-2,1,2/27/1996,4.19,4,26,0,60,,455,2019-09-08T16:52:45,"Singleplayer, Multiplayer",26,"Action, Fighting",2,19,22,6,10,1
242,monster-hunter-3-ultimate,24,12/8/2012,3.96,4,23,1,60,,391,2019-01-09T12:41:06,"battle, Hunting",24,,7,11,24,1,16,1
243,disney-planes,4,8/6/2013,0,0,2,0,59,,422,2019-08-28T22:12:55,"Singleplayer, Экшен",2,"Adventure, Action",0,56,1,0,2,0
244,harvest-moon-1996,1,8/9/1996,4.03,4,28,1,58,,294,2020-06-14T00:41:13,"Singleplayer, role-playing",29,"RPG, Simulation",3,14,17,10,14,0
245,pac-man-and-the-ghostly-adventures,1,6/19/2013,0,3,5,0,58,,550,2019-08-28T22:15:25,"Singleplayer, Для одного игрока",5,,2,49,4,0,3,0
246,the-keep,5,9/11/2014,0,0,3,0,58,61,563,2019-08-28T22:14:39,"Singleplayer, Для одного игрока",3,"Indie, RPG",1,56,0,1,0,0
247,mario-bros,3,11/19/2006,3.81,4,31,1,57,,184,2019-04-28T11:17:23,"console, NES",32,,1,13,24,1,16,2
248,zeus-quest-remastered,3,6/19/2016,0,0,1,0,57,,420,2019-08-28T22:09:29,"Singleplayer, Приключение",1,"Indie, Adventure",0,56,1,0,0,0
249,tomodachi-life,0,6/6/2014,4.03,4,37,1,57,71,338,2019-09-12T06:37:45,"exclusive, true exclusive",38,"Casual, Simulation",1,12,24,0,18,2
250,fantasy-life,36,10/24/2014,4.2,4,23,2,56,,316,2019-09-12T06:37:36,"role-playing, exclusive",25,,5,12,18,9,9,3
251,skylanders-trap-team,0,9/30/2014,4,4,6,0,56,,478,2019-02-22T22:40:00,"character, Trading",6,"Arcade, Action",0,47,6,0,3,0
252,shinobi-iii-return-of-the-ninja-master-1993,0,7/23/1993,4.21,5,29,0,54,,313,2019-08-28T22:25:50,,29,,3,13,19,6,12,1
253,ninja-gaiden-iii-the-ancient-ship-of-doom,0,6/21/1991,4.12,4,25,0,54,,390,2019-08-28T22:01:49,,26,"Platformer, Action",4,17,20,6,6,1
254,castlevania-the-dracula-x-chronicles,21,10/23/2007,4.13,4,22,1,54,,388,2019-08-02T16:21:41,"Blood, online",23,"Adventure, Action",5,11,23,7,6,2
255,super-punch-out,1,9/14/1994,4.21,4,24,0,53,,346,2019-05-25T22:28:01,"console, humor",24,"Arcade, Fighting",9,18,16,3,7,0
256,mega-man-7,0,3/24/1995,4.2,4,20,0,52,,377,2019-08-28T21:59:54,,20,"Platformer, Action",6,17,18,7,4,0
257,persona-q2-new-cinema-labyrinth,0,11/29/2018,4.11,4,9,0,52,81,95,2019-11-19T18:05:53,"role-playing, exclusive",9,"Strategy, RPG",14,9,4,15,5,5
258,shovel-knight-king-of-cards,9,3/31/2018,4.61,5,18,0,52,,716,2019-12-13T01:48:49,"Singleplayer, Экшен",18,"Indie, Platformer",11,12,12,12,1,4
259,blaster-master-zero,4,3/9/2017,3.48,4,21,0,51,,423,2020-07-03T02:14:30,"Singleplayer, Экшен",21,,4,21,15,3,5,3
260,shin-megami-tensei-strange-journey-redux,0,5/15/2018,4.31,4,12,0,51,80,499,2019-10-25T15:30:29,,13,,17,6,8,10,6,4
261,shin-megami-tensei-devil-survivor-overclocked,0,8/23/2011,4.08,4,13,0,51,,226,2019-05-30T13:54:10,,13,"Strategy, RPG",17,5,9,11,5,4
262,elminage-gothic,5,9/17/2014,0,0,2,0,51,,493,2019-09-12T06:39:22,"Singleplayer, Экшен",2,"Strategy, Adventure",5,46,0,0,0,0
263,mega-man-x,7,1/1/1995,4.22,5,23,0,50,,298,2019-07-30T01:30:56,"Story, race",23,"Arcade, Adventure",2,10,21,8,8,1
264,gradius,0,1/1/1985,3.96,4,21,2,50,,502,2019-09-07T11:06:12,"Space, War",23,,7,12,15,3,11,2
265,kirbys-dream-land-2-1995,0,3/21/1995,3.96,4,23,0,50,,223,2019-08-28T22:01:07,,24,,4,10,26,4,5,1
266,warioware-gold,0,8/3/2018,4.25,4,17,0,50,,130,2019-11-20T03:22:28,"exclusive, true exclusive",20,,4,8,25,10,1,2
267,adventure-island-ii-1991,0,4/26/1991,4.04,4,22,0,49,,261,2019-09-03T19:10:32,,24,,0,13,19,3,12,2
268,ben-10-omniverse,0,11/13/2012,3.88,4,8,0,49,,541,2019-07-24T21:27:34,"Aliens, Epic",8,"Family, Action",3,33,8,2,3,0
269,blaster-master-1988,0,6/17/1988,4.04,4,28,0,49,,368,2019-09-07T11:06:12,,28,,4,17,12,3,11,2
270,adventure-time-explore-the-dungeon-because-i-dont-,2,11/15/2013,3,3,6,0,49,,216,2019-07-24T21:28:05,"fun, Monsters",6,"Arcade, Adventure",5,37,2,0,5,0
271,ninja-gaiden-ii-the-dark-sword-of-chaos,0,4/6/1990,3.96,4,22,0,49,,403,2019-08-28T22:01:49,,23,"Platformer, Arcade",4,14,19,6,5,1
272,super-ghouls-n-ghosts-1991,0,10/4/1991,3.91,4,23,0,49,78,340,2019-08-28T22:02:02,,23,"Platformer, Action",7,19,12,4,6,1
273,out-run,0,9/20/1986,4,4,22,1,49,,271,2019-08-28T22:01:13,,23,,2,12,14,4,16,1
274,river-city-ransom,0,4/25/1989,3.9,4,20,0,48,,326,2019-08-28T22:02:05,"Singleplayer, Multiplayer",20,"Action, RPG",3,16,14,2,10,3
275,donkey-kong-3,0,7/4/1984,3.48,3,23,2,48,,380,2019-08-28T22:01:55,"Multiplayer, Singleplayer",25,,1,11,16,4,15,1
276,shovel-knight-plague-of-shadows,0,9/17/2015,4.55,5,31,0,48,86,436,2020-06-18T23:19:11,,31,,5,6,31,3,3,0
277,radiant-historia-perfect-chronology,0,2/13/2018,4.5,5,12,0,48,,277,2019-04-22T14:00:10,,12,,16,6,8,9,3,6
278,mario-vs-donkey-kong,0,5/24/2004,3.77,4,22,0,47,,221,2019-08-05T20:07:48,,22,,5,8,18,6,9,1
279,super-mario-bros-deluxe,3,5/1/1999,4.16,4,18,1,47,,152,2019-04-07T23:54:40,"NES, battle",19,,2,13,18,2,12,0
280,professor-layton-and-the-azran-legacy,0,2/28/2013,4.28,5,18,0,47,81,135,2020-06-11T23:41:29,"exclusive, true exclusive",18,,8,6,23,6,3,1
281,xenoblade-chronicles-3d,36,4/10/2015,4.23,5,22,0,47,86,317,2019-04-23T16:03:43,,22,"Action, RPG",7,9,16,4,7,4
282,monster-hunter-generations,0,7/15/2016,4,4,17,0,46,,404,2019-03-12T07:17:24,,17,,3,8,18,1,11,5
283,metal-gear-solid-snake-eater-3d,0,2/21/2012,4.33,5,27,0,46,,409,2019-07-20T07:33:02,"War, Solo",27,,7,8,22,3,5,1
284,dragon-sinker,2,4/6/2017,0,0,1,0,46,,319,2019-08-28T22:06:50,"Full controller support, RPG",1,"Casual, Indie",0,42,0,2,2,0
285,code-of-princess,2,4/19/2012,2.17,1,6,0,45,53,486,2019-08-28T22:14:07,"2D, Full controller support",6,"Adventure, Action",3,36,2,4,0,0
286,luxor,20,6/10/2008,3.9,4,10,0,44,,302,2019-08-28T22:16:04,"Match 3, Singleplayer",10,"Casual, Action",1,28,7,0,8,0
287,mario-luigi-paper-jam,0,1/22/2016,3.31,3,16,0,44,,251,2019-09-12T06:37:40,"role-playing, exclusive",16,,5,9,11,12,7,0
288,rhythm-heaven-megamix,0,6/15/2016,4.42,5,23,1,44,,55,2019-09-12T06:37:43,"Music, Rhythm",24,,1,6,23,4,6,4
289,fast-furious-showdown,1,5/21/2013,0,1,5,0,44,,221,2020-08-31T14:01:23,"movie-based, street racing",5,"Racing, Adventure",1,35,4,0,4,0
290,yoshis-new-island,1,3/14/2014,2.69,3,14,1,43,,347,2019-09-12T06:37:40,"exclusive, true exclusive",16,,7,10,11,4,8,3
291,theatrhythm-final-fantasy,2,2/16/2012,3.65,4,17,0,43,74,251,2019-10-31T14:01:59,,17,,2,9,16,5,9,2
292,columns-1990,0,6/29/1990,3.58,4,19,0,43,,304,2020-06-16T12:13:40,"Multiplayer, Singleplayer",19,,5,8,16,2,12,0
293,kingdom-hearts-3d-dream-drop-distance,0,7/31/2012,4,4,22,0,43,,281,2019-07-10T22:22:07,,22,,6,4,27,2,3,1
294,cartoon-network-battle-crashers,0,11/8/2016,2.57,1,7,0,41,,264,2019-08-02T16:25:22,"2D, Cartoon",7,,0,34,0,3,4,0
295,dragon-fantasy-the-black-tome-of-ice,3,10/28/2015,0,0,1,0,41,,389,2019-10-22T14:28:16,"Full controller support, Steam Achievements",1,"Adventure, RPG",3,37,0,1,0,0
296,pokemon-super-mystery-dungeon,0,11/20/2015,3.69,4,16,0,40,,167,2019-09-12T06:37:42,"role-playing, exclusive",16,,7,4,16,4,6,3
297,wario-land-3,5,3/21/2000,4.07,5,15,0,40,,229,2019-08-28T22:06:55,,15,,4,7,20,5,3,1
298,dragon-fantasy-the-volumes-of-westeria,4,4/9/2015,0,0,0,0,39,,326,2019-08-28T22:10:46,"Full controller support, Steam Achievements",0,,2,36,0,1,0,0
299,tales-of-the-abyss,6,12/15/2005,4.3,4,10,0,39,,503,2020-04-27T14:23:50,,10,,10,7,11,7,1,3
300,mario-luigi-superstar-saga-bowsers-minions,0,10/6/2017,4.25,4,16,0,39,,335,2019-12-13T17:55:03,,16,,4,9,15,5,3,3
301,shin-megami-tensei-devil-summoner-soul-hackers,0,4/16/2013,4.33,4,12,0,39,74,340,2020-09-23T15:49:16,,12,,6,7,10,9,5,2
302,gem-smashers,0,10/18/2011,3.29,3,7,0,39,,317,2019-08-02T16:25:31,"Logic, Chicken",7,,1,34,3,0,1,0
303,monster-hunter-stories,0,9/8/2017,4.12,4,15,1,39,81,412,2019-08-02T05:01:39,,16,"Adventure, Action",8,3,10,7,7,4
304,dragon-quest-vii-fragments-of-the-forgotten-past,0,8/26/2000,3.2,3,10,0,38,,146,2019-09-09T18:55:29,,10,,7,7,8,10,4,2
305,wario-land-2,28,3/1/1998,4.53,5,17,0,38,,173,2019-08-28T22:06:51,,17,,4,12,11,5,3,3
306,are-you-smarter-than-a-5th-grader,5,11/12/2007,0,0,0,0,37,,228,2019-08-28T22:07:53,"Steam Achievements, Steam Leaderboards",0,,0,36,0,0,1,0
307,golf-1980,0,12/31/1980,3.38,3,13,0,36,,198,2019-08-28T22:02:38,"Multiplayer, Singleplayer",13,,1,10,7,2,15,1
308,tennis,1,1/14/1984,3.82,4,22,0,36,,153,2020-02-14T00:54:02,"Controller, achievements",22,,1,8,11,0,15,1
309,duck-dynasty,1,10/14/2014,0,4,5,0,36,,345,2019-10-23T14:56:42,"2D Fighter, Full controller support",5,"Shooter, Adventure",0,33,0,0,3,0
310,outrun,0,9/1/1989,4.07,4,15,0,36,,228,2020-06-02T10:36:18,,15,"Racing, Arcade",3,12,8,2,10,1
311,disney-princess-my-fairytale-adventure,7,9/25/2012,0,0,3,0,36,,476,2019-08-28T22:13:21,"Steam Cloud, Family Friendly",3,,0,30,3,1,2,0
312,donkey-kong-country-returns-3d,13,5/24/2013,4.12,4,15,2,35,,174,2019-09-02T11:57:18,,17,,3,10,13,2,6,1
313,young-justice-legacy,2,11/19/2013,0,3,5,0,35,,459,2019-10-23T14:56:46,"Singleplayer, Steam Achievements",5,"Action, RPG",1,29,2,1,2,0
314,final-fight-3,0,12/21/1995,4.11,4,19,0,35,,459,2019-08-28T22:06:55,"Singleplayer, cooperative",19,,2,7,21,3,2,0
315,yo-kai-watch,0,11/6/2015,4.15,5,13,0,35,,333,2019-09-12T06:37:39,"role-playing, exclusive",13,,6,3,14,2,7,3
316,final-fight-2,0,5/22/1993,4.15,4,20,0,35,,452,2019-08-28T22:06:55,"Singleplayer, Co-op",20,,2,7,20,3,2,1
317,mighty-final-fight,0,6/11/1993,4.35,5,16,0,34,,300,2019-09-07T11:06:13,,17,,1,6,20,3,4,0
318,lego-marvel-super-heroes-universe-in-peril,0,10/22/2013,3.14,4,7,0,34,63,224,2020-06-18T22:02:35,"Flight, Space",7,"Adventure, Action",0,27,3,0,4,0
319,michael-jackson-the-experience,0,11/23/2010,4,4,7,0,33,,410,2019-08-27T22:20:04,"Music, party",7,,1,23,7,0,2,0
320,mappy-1984,0,1/17/1983,3.65,4,17,0,33,,322,2019-06-26T14:18:08,"alternating turns, 2 players",17,,1,11,13,1,7,0
321,super-street-fighter-ii-the-new-challengers,2,9/10/1993,4.26,5,19,0,33,,367,2019-09-08T16:52:46,"fight, console",19,,1,14,10,1,7,0
322,spy-hunter,0,10/9/2012,3.67,3,6,0,33,,455,2019-08-02T16:23:42,"office, combat",6,,0,30,1,0,2,0
323,rainbow-snake,1,10/6/2017,0,0,1,0,33,,33,2019-08-28T22:04:34,"Singleplayer, Steam Achievements",2,,1,31,1,0,0,0
324,pokemon-picross,0,12/3/2015,3.91,4,10,1,32,,123,2019-09-12T06:37:42,"puzzles, exclusive",11,,2,5,11,1,10,3
325,rune-factory-4,0,10/1/2013,4.1,4,10,0,32,,220,2019-07-23T16:26:51,,10,,6,4,8,3,5,6
326,pokemon-mystery-dungeon-gates-to-infinity,19,11/23/2012,2.86,3,14,0,32,,247,2019-09-12T06:37:42,"role-playing, exclusive",14,,4,6,10,2,9,1
327,detective-pikachu,0,2/3/2016,3.43,3,12,2,32,,216,2019-09-12T06:37:35,"exclusive, true exclusive",14,,6,5,8,5,7,1
328,marvel-super-hero-squad-the-infinity-gauntlet,0,11/16/2010,3.38,4,8,0,32,,420,2019-08-02T16:22:07,"hero, race",8,,0,26,4,0,2,0
329,castlevania-the-adventure-1989,0,10/27/1989,2,1,13,0,31,,331,2019-08-28T22:00:51,,13,,1,6,15,5,4,0
330,word-search-by-powgi,0,4/16/2015,0,4,5,0,31,,165,2019-08-02T16:19:35,"Education, party",5,"Casual, Puzzle",0,26,3,1,0,1
331,mighty-gunvolt-burst,4,6/15/2017,4.23,4,13,0,31,,438,2019-08-28T22:06:46,"Partial Controller Support, Steam Achievements",13,,3,7,11,4,5,1
332,shantae-2002,0,6/2/2002,4.09,4,11,0,31,,298,2019-08-28T22:01:19,,11,"Adventure, Action",6,6,10,7,1,1
