,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
342,animal-crossing-new-leaf-welcome-amiibo,0,12/7/2016,4.15,4,12,0,28,,154,2019-11-19T17:48:54,"friends, character",13,"Casual, Adventure",3,5,8,2,5,5
343,etrian-odyssey-untold-the-millennium-girl,12,6/27/2013,3.83,4,5,1,28,,421,2019-09-12T06:37:36,"role-playing, exclusive",6,,6,8,4,5,2,3
344,pokemon-shuffle,0,2/18/2015,3.5,4,14,0,28,,86,2019-04-30T00:11:29,,14,,0,5,2,1,18,2
345,pushmo,9,4/28/2011,4.1,4,9,0,28,90,144,2019-10-30T16:34:38,"puzzles, exclusive",10,,2,10,4,2,8,2
346,adventures-of-lolo-1989,0,4/20/1989,3.46,4,12,0,28,,192,2019-08-28T22:01:59,,13,"Action, Puzzle",2,11,6,3,4,2
347,dr-robotniks-mean-bean-machine-1993,0,11/26/1993,3.64,4,13,1,28,,324,2019-08-28T22:00:10,"Multiplayer, Singleplayer",14,,4,7,5,2,10,0
348,mega-man,1,8/18/2008,4,4,12,0,27,,335,2019-08-02T16:23:07,"Multiplayer, Controller",12,,0,4,16,3,3,1
349,super-c,1,8/27/2007,4.11,4,7,1,26,,358,2019-08-26T14:44:54,"battle, console",9,,5,11,8,0,2,0
350,shovel-knight-shovel-of-hope,2,6/26/2014,4.78,5,9,0,26,,286,2020-12-16T14:59:17,"Singleplayer, Экшен",9,"Indie, Adventure",2,8,10,6,0,0
351,wrecking-crew-1985,0,6/18/1985,3.82,4,11,0,25,,225,2019-08-28T22:02:14,"Multiplayer, Singleplayer",11,"Action, Puzzle",1,6,8,2,8,0
352,etrian-odyssey-iv-legends-of-the-titan,0,7/5/2012,0,0,2,1,25,,300,2019-09-12T06:37:36,"role-playing, exclusive",3,,3,10,4,3,4,1
353,without-escape,2,7/18/2019,0,0,2,0,25,,198,2020-12-16T14:13:26,"Singleplayer, Приключение",2,"Indie, Adventure",1,21,2,1,0,0
354,space-harrier-1986,0,12/12/1986,3.91,4,11,0,25,,428,2019-08-28T22:26:08,,11,,1,7,7,3,6,1
355,shadow-of-the-ninja-1990,0,8/10/1990,3.62,4,8,0,25,,313,2019-08-28T22:01:47,"Singleplayer, Multiplayer",8,,0,4,14,3,3,1
356,poochy-yoshis-woolly-world,0,2/3/2017,4.08,4,12,0,25,,85,2019-01-09T12:41:06,"Cute, puzzles",12,,1,4,7,3,4,6
357,lego-ninjago-shadow-of-ronin,0,3/24/2015,0,0,1,0,24,,313,2019-08-02T16:21:46,"Dark, online",1,"Adventure, Puzzle",1,23,0,0,0,0
358,rhythm-thief-the-emperors-treasure,0,1/19/2012,4,4,6,0,24,,371,2019-01-10T12:26:01,"Music, fitness",7,,6,4,7,3,4,0
359,boxboy,0,4/2/2015,4.09,4,11,0,24,80,38,2019-09-12T06:37:34,,11,,3,4,7,3,5,2
360,lego-ninjago-nindroids,0,7/29/2014,0,0,1,0,24,,141,2019-08-02T16:24:44,"battle, fight",1,"Adventure, Action",0,23,0,1,0,0
361,fractured-soul,1,9/13/2012,0,0,0,0,24,,419,2019-08-28T22:08:05,"Full controller support, Steam Achievements",0,"Indie, Platformer",0,23,1,0,0,0
362,ben-10-omniverse-2,0,11/5/2013,0,0,4,0,23,,475,2019-07-24T21:27:32,"Story, battle",4,"Platformer, Action",2,17,1,0,2,1
363,laytons-mystery-journey-katrielle-and-the-milliona,0,10/6/2017,0,0,3,0,23,,247,2020-01-03T23:26:49,"role-playing, puzzles",3,,5,5,4,5,2,2
364,azure-striker-gunvolt-striker-pack,0,10/4/2016,0,0,3,0,23,,594,2020-04-24T01:56:18,"character, battle",3,,1,10,5,4,0,3
365,shinobi,2,6/10/2009,0,0,1,0,23,,263,2019-10-22T14:34:55,"Blood, sword",1,,0,21,0,1,1,0
366,tetris-attack,0,10/27/1995,4,4,12,0,23,,164,2019-08-28T22:01:08,"Multiplayer, Singleplayer",12,,2,6,7,3,4,1
367,r-type-1987,0,7/1/1987,4.22,4,9,0,22,,390,2019-08-28T22:01:20,"Multiplayer, Singleplayer",9,,1,6,5,3,7,0
368,punch-out-featuring-mr-dream,0,4/16/2007,4.6,5,9,1,22,,285,2019-02-02T16:51:32,"humor, battle",10,"Arcade, Fighting",3,12,5,0,2,0
369,theatrhythm-final-fantasy-curtain-call,0,4/24/2014,4.33,5,9,0,22,,179,2019-01-09T12:41:06,,9,,1,4,11,1,5,0
370,contra-iii-the-alien-wars,4,1/29/2007,4.33,4,6,0,22,,448,2019-04-30T02:32:15,"War, Aliens",6,,4,9,6,3,0,0
371,elevator-action-1983,0,1/1/1983,3.64,4,11,0,22,,266,2019-01-09T12:41:06,,11,"Shooter, Platformer",0,6,6,2,8,0
372,mario-tennis-open,42,5/20/2012,3.62,4,11,1,22,,243,2019-09-12T06:37:40,"tennis, exclusive",13,,0,5,12,0,4,1
373,pokemon-rumble-world,0,4/29/2016,1.5,1,6,0,21,,315,2019-09-12T06:37:42,"exclusive, true exclusive",6,,0,4,6,1,10,0
374,the-legend-of-zelda-links-awakening-1993,0,6/6/1993,4.21,5,14,0,21,,0,2019-04-07T23:37:38,"Story, Monsters",14,"Adventure, Action",1,5,12,1,2,0
375,etrian-odyssey-v-beyond-the-myth,0,10/17/2017,0,0,2,0,21,,447,2019-01-09T12:41:06,"Anime, role-playing",2,,5,5,2,4,3,2
376,creeping-terror,0,10/31/2017,0,0,1,0,21,,177,2019-08-28T22:04:13,"Singleplayer, Для одного игрока",1,,0,19,0,1,0,1
377,shin-megami-tensei-devil-survivor-2-record-breaker,0,5/5/2015,0,0,2,0,21,,140,2019-01-09T12:41:06,,2,"Strategy, RPG",9,3,3,5,1,0
378,pic-a-pix-color,0,4/13/2017,0,3,5,0,21,,133,2019-08-02T16:20:15,,5,,1,15,4,0,1,0
379,the-legend-of-kage-1986,0,4/18/1986,3.86,4,6,1,20,,341,2019-08-28T22:26:19,,7,,1,4,7,3,4,1
380,mario-luigi-bowsers-inside-story-bowser-jrs-journe,0,12/27/2018,0,0,3,0,20,84,253,2019-09-02T11:57:16,,3,,3,6,1,8,0,2
381,kirbys-dream-land,4,6/30/2011,4.14,4,7,0,20,,129,2019-06-23T16:38:09,"Cute, hero",7,,2,6,9,1,2,0
382,f-zero-maximum-velocity-2,0,3/21/2001,3.17,3,6,0,20,,315,2019-08-28T22:02:11,"Singleplayer, Multiplayer",6,,3,5,4,3,5,0
383,harvest-moon-3d-a-new-beginning,0,11/6/2012,3.75,4,8,0,20,,231,2019-09-12T06:37:37,"exclusive, true exclusive",8,,1,5,6,2,3,3
384,picross-3d-round-2-2,0,10/1/2015,4,5,10,0,20,86,68,2019-12-12T06:24:49,"exclusive, true exclusive",10,,1,5,9,1,1,3
385,adventures-of-lolo-2-1990,0,1/6/1990,3.33,4,6,0,20,,162,2019-08-28T22:01:59,,6,,1,7,5,3,3,1
386,shadowgate-1987,0,7/30/1987,4.25,5,8,0,20,,439,2020-02-13T00:17:54,,8,,2,6,7,3,1,1
387,mario-sonic-at-the-london-2012-olympic-games,0,11/15/2011,3.33,4,9,0,20,66,363,2019-07-29T12:40:22,,9,"Arcade, Sports",2,4,7,1,6,0
388,pilotwings-resort,2,3/25/2011,3.64,4,11,0,20,71,300,2019-10-30T16:40:19,"exclusive, true exclusive",11,,1,7,5,1,6,0
389,pokemon-rumble-blast,0,7/28/2011,3.5,4,6,0,20,,248,2020-06-30T00:45:12,"exclusive, true exclusive",6,,2,5,5,1,6,1
390,hyrule-warriors-legends,0,3/25/2016,3.88,4,8,0,20,,355,2020-11-17T03:32:42,"Dark, War",8,,3,4,3,0,6,4
391,kirbys-dream-course,3,7/23/2007,0,0,4,0,19,,236,2019-06-23T16:38:04,,4,,7,8,2,1,1,0
392,resident-evil-the-mercenaries-3d,0,6/2/2011,3,3,12,0,19,,486,2019-09-12T06:37:43,"exclusive, true exclusive",12,,1,2,7,0,8,1
393,super-street-fighter-iv-3d-edition,0,3/27/2011,3.73,4,11,0,19,89,41,2019-09-12T06:37:45,"exclusive, true exclusive",11,,3,5,5,0,6,0
394,farming-simulator-14,0,11/18/2013,0,3,5,0,19,,308,2020-06-12T14:01:52,"Farming, simulator",5,"Family, Simulation",2,13,0,0,3,1
395,urban-champion-1984,0,11/14/1984,3.67,4,8,1,19,,157,2019-09-03T13:33:39,"Multiplayer, Singleplayer",9,,0,3,9,2,4,1
396,marios-picross,9,3/14/1995,3.62,4,8,0,19,,226,2019-08-28T22:26:06,"Singleplayer, puzzles",8,,0,5,8,1,5,0
397,donkey-kong-land,0,6/26/1995,3.83,4,6,0,19,,441,2019-08-28T22:01:08,,6,,2,6,5,2,3,1
398,street-fighter-ii-turbo-hyper-fighting,6,8/25/2016,4.42,5,12,0,19,,337,2019-09-08T16:52:46,"NES, character",12,,3,4,7,1,3,1
399,tales-of-the-abyss-3d,0,2/14/2012,4.17,4,6,0,19,,401,2019-01-09T12:41:06,,6,,7,2,8,1,1,0
400,code-name-steam,0,3/13/2015,0,0,2,0,19,,361,2019-09-12T06:37:35,"exclusive, true exclusive",2,,5,6,1,4,3,0
401,dai-gyakuten-saiban-naruhodo-ryunosuke-no-boken-ac,0,7/9/2015,4.33,5,9,0,19,,63,2019-09-11T03:39:00,,9,,0,2,9,5,0,3
402,aeternoblade,0,2/18/2014,2.67,4,6,0,19,,445,2020-04-17T05:59:38,"2D, Full controller support",6,"Indie, Action",1,14,0,1,3,0
403,miitopia,0,7/28/2017,3.78,4,9,0,19,67,266,2020-07-27T17:32:00,"role-playing, exclusive",9,"Casual, RPG",3,4,6,3,2,1
404,mega-man-3,1,11/10/2008,3.75,4,8,0,18,,333,2019-08-02T16:23:08,"Controller, Multiplayer",8,,2,5,9,1,1,0
405,story-of-seasons,0,3/31/2015,3.67,3,6,0,18,,121,2019-09-12T06:37:44,"exclusive, true exclusive",6,,5,2,2,3,4,2
406,miles-kilo,3,5/11/2017,0,0,0,0,18,,224,2020-12-16T14:47:21,"Singleplayer, Steam Achievements",0,"Adventure, Action",0,18,0,0,0,0
407,super-hang-on-1988,0,12/5/1988,4,4,7,0,18,,369,2019-08-28T22:26:08,,7,,0,5,8,2,3,0
408,mega-man-dr-wilys-revenge,0,7/26/1991,0,4,5,0,18,,259,2019-08-28T22:06:55,,5,,3,5,7,2,1,0
409,nintendogs-plus-cats,0,2/26/2011,3.5,4,6,0,18,,175,2019-09-12T06:37:41,"exclusive, true exclusive",6,,2,6,5,0,5,0
410,neko-atsume-kitty-collector,0,10/21/2014,4,4,9,0,18,,70,2019-07-29T16:21:14,"cats, bug",9,"Casual, Board Games",0,4,8,0,6,0
411,ifo,1,1/6/2017,0,0,0,0,18,,39,2019-10-22T14:29:11,"Full controller support, Partial Controller Support",0,"Casual, Indie",0,18,0,0,0,0
412,street-fighter-2010-the-final-fight,0,8/8/1990,3,4,6,0,18,,398,2019-08-28T22:01:46,,6,,2,6,4,2,3,1
413,clu-clu-land-1984,0,11/22/1984,2.86,3,6,1,18,,82,2019-08-28T22:02:14,"Multiplayer, Singleplayer",7,,1,4,5,2,5,1
414,mega-man-xtreme-2000,0,10/20/2000,3.71,4,7,0,18,,274,2019-08-28T22:01:20,,7,,2,4,5,3,3,1
415,final-fantasy-explorers,0,1/26/2016,2.8,3,10,0,18,,118,2019-09-12T06:37:36,"role-playing, exclusive",10,,2,4,1,4,5,2
416,renegade-1986,0,1/1/1986,3.67,5,6,0,17,,300,2019-08-28T22:26:19,"Multiplayer, Singleplayer",6,,1,6,4,2,3,1
417,sonic-the-hedgehog-triple-trouble,0,11/13/1994,3.88,4,8,0,17,,162,2019-04-08T16:46:36,"race, planet",8,,1,7,5,2,2,0
418,mega-man-x3,9,1/1/1997,4.14,5,7,0,17,,388,2019-04-29T02:20:02,"Robots, NES",7,,1,3,6,5,2,0
419,attack-of-the-friday-monsters-a-tokyo-tale,0,7/18/2013,4.22,4,9,0,17,,146,2019-01-12T22:07:27,"Drama, Music",9,,0,2,11,2,2,0
420,farming-simulator-18,0,6/6/2017,0,0,1,0,17,,390,2019-08-02T16:21:22,,1,"Family, Simulation",0,17,0,0,0,0
421,tom-clancys-ghost-recon-shadow-wars,5,3/27/2011,3.33,3,6,0,17,,362,2019-09-12T06:37:45,"exclusive, true exclusive",6,,4,4,5,0,2,2
422,pokemon-bank,0,12/25/2013,3.86,4,7,0,17,,14,2019-01-09T12:41:06,,7,,2,5,6,1,3,0
423,mighty-switch-force,1,12/22/2011,4,5,5,1,16,,152,2019-08-18T18:45:19,,6,,4,5,5,0,2,0
424,squids,0,10/10/2011,0,0,2,0,16,70,285,2019-08-28T22:06:50,"Singleplayer, Для одного игрока",2,"Indie, Strategy",2,9,1,3,1,0
425,stella-glow,0,11/17/2015,0,0,3,0,16,79,168,2020-04-02T14:15:11,"role-playing, exclusive",3,,5,4,1,3,1,2
426,order-up,0,7/22/2008,0,0,3,0,16,,199,2019-10-23T14:56:48,"Building, Controller",3,"Arcade, Simulation",0,14,1,0,1,0
427,gardenscapes,0,9/30/2009,3.78,4,9,0,16,,304,2019-07-30T18:11:31,,9,"Casual, Simulation",0,3,4,2,4,3
428,pokemon-puzzle-challenge,0,9/21/2000,4.33,4,9,0,16,,136,2019-12-31T19:19:42,,9,,1,3,5,3,4,0
429,twinbee,0,3/5/1985,3.67,4,6,0,16,,129,2019-01-09T12:41:06,"cooperative, 2 players",6,,1,3,4,2,5,1
430,after-burner-ii,0,1/1/1987,4.43,5,7,0,16,,396,2019-08-28T22:01:06,,7,,1,5,6,2,0,2
431,mutant-mudds,1,1/26/2012,3.5,5,6,0,16,,248,2019-10-22T14:27:44,,6,"Arcade, Platformer",0,9,4,0,3,0
432,mario-party-island-tour,0,11/22/2013,0,0,3,1,16,,247,2019-09-12T06:37:40,"party, exclusive",4,,3,4,3,1,5,0
433,project-x-zone,12,12/11/2012,3.18,3,10,1,16,,291,2019-09-12T06:37:43,"role-playing, exclusive",11,,2,3,6,0,4,1
434,adventure-time-hey-ice-king-whyd-you-steal-our-gar,0,11/13/2012,0,0,1,0,16,,186,2019-07-31T18:19:49,"fun, princess",1,"Action, RPG",3,6,5,0,2,0
435,etrian-odyssey-2-untold-the-fafnir-knight,0,8/4/2015,0,0,3,0,15,,128,2019-09-12T06:37:36,"role-playing, exclusive",3,,2,5,2,3,2,1
436,harmoknight,1,3/28/2013,0,4,4,0,15,73,238,2020-03-01T00:47:37,"Rhythm, exclusive",5,"Platformer, Action",3,6,1,1,4,0
437,mega-man-ii,0,12/20/1991,0,0,4,0,15,,126,2020-01-16T11:30:52,"Robots, Monsters",4,,2,5,6,1,1,0
438,picross-e,1,6/13/2013,0,4,5,0,15,,51,2019-09-12T06:37:41,"puzzles, exclusive",5,,1,4,9,0,0,1
439,mega-man-xtreme-2-2001,0,7/19/2001,0,0,2,1,15,,64,2019-08-28T22:01:20,,3,,3,5,2,3,2,0
440,team-kirby-clash-deluxe,0,4/12/2017,3.12,3,8,0,15,,75,2019-04-30T00:12:40,,8,,2,6,0,1,6,0
441,the-oregon-trail,0,1/1/1990,0,0,4,0,15,,342,2019-06-27T23:45:26,"history, city",4,"Arcade, Educational",0,6,6,2,1,0
442,pokemon-art-academy,0,6/19/2014,0,0,4,0,15,,219,2019-09-12T06:37:41,"exclusive, true exclusive",4,,1,3,3,0,6,2
443,real-heroes-firefighter,5,8/10/2012,0,0,1,0,15,,308,2020-09-10T22:56:40,"Full controller support, Partial Controller Support",1,"Adventure, Action",0,14,1,0,0,0
444,nintendogs-cats-golden-retriever-new-friends,0,3/27/2011,3.62,3,8,0,15,,258,2019-04-30T00:30:29,"online, cats",8,,1,1,5,0,7,1
445,pokemon-puzzle-challenge-2000,0,9/21/2000,3.78,4,8,1,15,,237,2019-08-28T22:26:11,,9,,1,3,6,2,2,1
446,cave-story-3d,0,11/8/2011,0,0,1,0,14,,423,2019-01-09T12:41:06,"Cute, Exploration",1,,1,6,2,2,3,0
447,kirbys-extra-epic-yarn,0,3/8/2019,0,0,4,0,14,,93,2019-09-02T11:57:17,"balls, meta",4,,1,3,1,8,0,1
448,etrian-odyssey-nexus,0,2/5/2019,0,0,1,0,14,81,286,2019-09-12T06:37:36,"role-playing, exclusive",1,,4,2,0,6,1,1
449,breath-of-fire,26,2/12/2015,0,0,4,0,14,,351,2019-01-09T12:41:06,,4,,0,6,2,2,2,2
450,scat-special-cybernetic-attack-team,0,6/22/1990,0,0,4,0,14,,383,2019-08-28T22:01:47,"Singleplayer, Multiplayer",4,,0,3,6,2,2,1
451,city-connection-1985,0,1/1/1985,2.71,3,6,1,14,,275,2019-01-09T12:41:06,,7,,0,4,5,1,3,1
452,spelunker,0,12/6/1985,0,4,4,1,14,,507,2020-01-16T11:17:59,"Mining, Singleplayer",5,,0,5,4,3,1,1
453,shantae-riskys-revenge,1,10/4/2010,0,4,5,0,14,,502,2019-10-22T14:16:20,"Controller, puzzles",5,"Adventure, Action",4,3,4,2,1,0
454,solomons-key-1986,0,7/30/1986,0,0,4,0,14,,370,2019-08-28T22:01:46,,4,,1,5,3,2,3,0
455,mario-party-the-top-100,0,11/10/2017,0,0,4,0,14,,252,2019-09-12T06:37:40,"Multiplayer, exclusive",4,,1,5,7,1,0,0
456,hatsune-miku-project-mirai-dx,0,9/8/2015,0,0,4,0,14,,82,2019-09-12T06:37:37,"exclusive, true exclusive",4,,0,2,7,2,2,1
457,story-of-seasons-trio-of-towns,0,2/28/2017,0,0,4,0,14,,206,2019-09-12T06:37:44,"exclusive, true exclusive",4,,2,3,1,3,2,3
458,mom-hid-my-game,0,12/21/2017,0,0,4,0,14,73,97,2020-10-30T01:57:54,"puzzles, board-games",4,"Casual, Adventure",1,8,4,0,0,1
459,mario-vs-donkey-kong-tipping-stars,0,3/5/2015,0,0,3,0,14,,145,2019-08-18T15:24:20,,3,,2,5,2,3,2,0
460,dillons-rolling-western,0,2/22/2012,0,4,5,0,13,,184,2019-09-12T06:37:35,"Tower Defense, exclusive",5,,3,6,1,0,3,0
461,super-mario-maker-for-nintendo-3ds,0,12/2/2016,3.83,5,6,0,13,,250,2019-01-27T06:45:38,,6,,2,1,4,1,4,1
462,kid-icarus-of-myths-and-monsters-2,0,11/5/1991,0,3,5,0,13,,151,2019-08-28T22:01:07,,5,,1,4,1,1,5,1
463,kirbys-pinball-land-1993,0,11/27/1993,0,4,5,0,13,,230,2019-08-28T22:01:07,,5,,1,6,3,1,2,0
464,gargoyles-quest-ii,0,7/17/1992,0,0,2,0,13,,308,2019-08-28T22:01:54,,3,"Adventure, Action",1,5,2,4,0,1
465,mach-rider-1985,0,10/18/1985,0,3,5,0,13,,86,2019-08-28T22:01:51,,5,,0,3,3,2,4,1
466,fantasy-zone-1986,0,3/20/1986,0,0,4,0,13,,223,2019-08-28T22:01:41,,4,,1,4,5,2,1,0
467,dai-gyakuten-saiban-2-naruhodo-ryunosuke-no-kakugo,0,1/1/2017,0,5,5,0,13,,59,2019-01-09T12:41:06,,5,,1,1,6,5,0,0
468,game-watch-gallery,0,5/8/1997,3.67,4,6,0,13,,224,2020-09-12T07:57:24,,6,,1,4,3,2,3,0
469,nes-open-tournament-golf,0,6/14/1987,0,0,3,0,13,,253,2019-07-12T12:10:28,,3,,0,6,3,2,2,0
470,super-dodge-ball-1988,0,7/26/1988,0,0,3,0,13,,245,2019-08-28T22:02:09,"Multiplayer, Singleplayer",3,,1,7,1,1,2,1
471,mega-man-iii,0,12/11/1992,0,0,3,0,13,,114,2019-04-24T15:02:51,"Robots, console",3,,2,3,3,2,2,1
472,donkey-kong-land-2,0,9/1/1996,0,0,3,0,13,,433,2019-08-28T22:01:07,,3,,1,5,3,2,2,0
473,hey-pikmin,0,7/28/2017,0,3,5,0,13,,406,2019-09-12T06:37:37,"puzzles, exclusive",5,,1,2,3,3,3,1
474,3d-classics-kirbys-adventure,1,11/17/2011,0,5,4,1,13,,211,2019-01-09T12:41:06,"character, sea",5,,2,7,3,0,1,0
475,monster-hunter-xx,0,3/18/2017,0,0,4,0,13,,372,2019-03-12T07:04:23,,4,"Adventure, Action",1,2,3,0,4,3
476,harvest-moon-gb,0,12/19/1997,0,0,3,0,12,,294,2019-08-28T22:01:21,,3,,3,3,2,1,3,0
477,color-zen,0,5/15/2014,0,0,4,0,12,,89,2019-08-18T18:39:49,"Education, Music",4,,3,1,1,2,3,2
478,mario-tennis,1,6/28/2010,4.57,5,7,0,12,,207,2019-01-09T12:41:06,"Golf, Multiplayer",7,,1,5,3,0,2,1
479,yo-kai-watch-2-bony-spirits,0,9/30/2016,0,0,1,0,12,,393,2019-09-12T06:37:39,"role-playing, exclusive",1,,2,3,5,1,1,0
480,mega-man-v-1994,0,7/22/1994,0,0,3,0,12,,298,2019-08-28T22:01:07,,3,,2,4,3,1,1,1
481,transformers-dark-of-the-moon,0,6/14/2011,0,4,5,0,12,,639,2019-07-24T20:54:30,"Movie, Multiplayer",5,"Shooter, Action",3,2,7,0,0,0
482,dragon-quest-7,0,11/1/2001,0,0,3,0,12,,104,2019-06-24T20:01:19,,3,,2,4,3,3,0,0
483,turbo-super-stunt-squad,0,7/16/2013,0,0,1,0,12,,421,2019-01-09T12:41:06,,1,"Racing, Arcade",0,12,0,0,0,0
484,azure-striker-gunvolt-2,4,9/29/2016,0,0,0,0,12,,475,2020-09-10T22:00:58,"2D, Partial Controller Support",0,"Indie, Action",3,5,1,3,0,0
485,xevious-1983,0,1/29/1983,0,0,2,0,12,,351,2019-01-09T12:41:06,"alternating turns, 2 players",2,,0,7,2,2,0,1
486,gargoyles-quest-1990,0,5/2/1990,0,0,3,0,12,,285,2019-08-28T22:26:01,,4,,0,4,5,2,1,0
487,kid-tripp,0,8/1/2013,0,0,2,0,12,,333,2020-11-20T02:30:46,"Runner, Soundtrack",2,"Adventure, Action",1,7,0,1,3,0
488,project-x-zone-2,0,2/16/2016,3.71,4,7,0,12,73,134,2020-07-28T20:21:48,"role-playing, exclusive",7,"Strategy, RPG",3,1,3,0,2,3
489,lego-city-undercover-the-chase-begins-3ds,0,4/21/2013,0,0,4,0,12,,369,2019-09-12T06:37:39,"exclusive, true exclusive",4,,1,6,4,0,1,0
490,warios-woods-1994,0,2/19/1994,0,0,4,0,11,,196,2019-08-28T22:01:43,"Multiplayer, Singleplayer",4,,1,3,3,2,2,0
491,dragon-ball-fusions,0,11/22/2016,0,0,4,0,11,,145,2019-09-12T06:37:35,"role-playing, exclusive",4,,0,2,7,0,0,2
492,kirbys-pinball-land,2,7/12/2012,0,0,1,0,11,,127,2019-01-09T12:41:06,"Pinball, NES",1,,1,6,4,0,0,0
493,mario-golf-world-tour,0,5/1/2014,0,4,5,0,11,,265,2019-09-12T06:37:40,"Golf, exclusive",5,,1,4,1,2,3,0
494,disney-epic-mickey-the-power-of-lllusion,0,11/18/2012,0,0,2,0,11,,200,2019-09-12T06:37:36,"exclusive, true exclusive",2,,3,3,1,3,1,0
495,metroid-prime-federation-force,0,8/19/2016,0,0,4,0,11,,522,2019-09-12T06:37:40,"First-Person, exclusive",4,,1,3,1,2,3,1
496,tecmo-bowl-1990,0,11/13/1990,0,0,4,0,11,,329,2019-08-28T22:01:45,"Singleplayer, Multiplayer",4,,2,4,2,2,1,0
497,toki-tori-2001,0,9/12/2001,0,0,2,0,11,,206,2019-08-28T22:01:19,,2,,2,4,0,3,2,0
498,mad-dog-mccree,0,6/14/2012,0,0,3,0,11,,339,2019-08-02T16:23:01,"Controller, online",3,,0,8,2,0,1,0
499,chase-cold-case-investigations-distant-memories,0,10/13/2016,0,0,2,0,11,,125,2019-09-12T06:37:34,"puzzles, exclusive",2,,2,1,3,5,0,0
500,the-alliance-alive,0,3/27/2018,0,0,3,0,11,,136,2019-09-12T06:37:33,"role-playing, exclusive",3,,2,1,3,4,1,0
501,milons-secret-castle-1986,0,11/13/1986,0,0,2,0,11,,151,2019-08-28T22:01:50,,2,,1,5,1,2,1,1
502,mad-dog-mccree-1993,0,4/22/1993,0,4,4,1,11,,300,2019-08-28T22:01:39,,5,,1,2,4,2,2,0
503,shin-megami-tensei-devil-summoner-soul-hackers-199,0,11/13/1997,0,0,1,0,11,,347,2020-09-23T15:48:45,,2,,2,2,0,6,0,1
504,kirbys-blowout-blast,0,7/6/2017,0,0,4,0,11,,173,2019-06-23T16:38:00,"Music, Space",4,,0,5,2,2,2,0
505,bases-loaded-1987,0,6/26/1987,0,0,1,0,10,,152,2019-08-28T22:01:58,"Multiplayer, Singleplayer",1,,1,5,2,2,0,0
506,the-legend-of-legacy,0,10/13/2015,0,0,1,0,10,,228,2019-09-12T06:37:38,"role-playing, exclusive",1,,3,1,2,3,0,1
507,warioware-inc-mega-microgame,0,4/10/2014,0,4,5,0,10,,54,2020-05-13T07:32:43,"quick, NES",5,,0,4,5,0,1,0
508,adventure-island,0,9/3/2007,4.17,5,6,0,10,,241,2019-01-09T12:41:06,"creepy, NES",6,,0,3,4,0,2,1
509,thunder-blade,0,1/1/1987,0,0,2,0,10,,418,2019-08-28T22:00:54,,2,,0,4,2,2,1,1
510,devil-world,0,10/5/1984,0,0,3,0,10,,161,2019-08-28T22:01:55,"Multiplayer, Singleplayer",3,,0,3,3,2,1,1
511,picross-e2,0,7/25/2013,0,4,5,0,10,,79,2019-01-09T12:41:06,,5,,0,2,7,0,0,1
512,breath-of-fire-ii,0,8/27/2007,0,0,3,0,10,,411,2019-01-09T12:41:06,,3,,1,3,4,1,1,0
513,mega-man-iv,0,10/29/1993,0,4,5,0,10,,192,2019-04-24T15:02:19,"Robots, NES",5,,1,3,5,1,0,0
514,mighty-switch-force-2,0,6/13/2013,0,0,2,0,10,,408,2019-08-18T18:44:43,,2,,3,4,1,0,2,0
515,front-line,0,1/1/1982,0,0,1,0,10,,270,2019-08-28T22:26:30,"Multiplayer, Singleplayer",1,,0,3,4,2,1,0
516,chibi-robo-zip-lash,0,10/9/2015,0,0,3,0,10,,261,2019-04-14T10:37:13,"toy, puzzles",3,,1,4,3,0,1,1
517,harvest-moon-2-gbc-1999,0,8/6/1999,0,0,0,0,10,,256,2019-08-28T22:01:21,,0,"RPG, Simulation",3,2,0,4,1,0
518,pokemon-battle-trozei,0,3/12/2014,0,0,2,1,10,,171,2019-09-12T06:37:42,"exclusive, true exclusive",3,,0,4,2,1,3,0
519,donkey-kong-land-iii,0,10/1/1997,0,0,2,0,10,,432,2019-08-28T22:01:21,,2,,1,5,2,2,0,0
520,harvest-moon-3-gbc-2000,0,9/29/2000,0,0,0,0,10,,255,2019-08-28T22:26:11,,0,"RPG, Simulation",3,2,0,4,1,0
521,mighty-bomb-jack-1986,0,4/24/1986,0,0,1,0,9,,338,2019-08-28T22:26:19,"Multiplayer, Singleplayer",1,,1,4,1,2,0,1
522,ufouria-the-saga-1991,0,9/20/1991,0,0,1,0,9,,147,2019-08-28T22:01:44,,1,,0,4,2,1,1,1
523,etrian-mystery-dungeon,0,4/7/2015,0,0,0,0,9,,143,2019-09-12T06:37:36,"role-playing, exclusive",0,,3,2,0,3,1,0
524,crashmo,3,11/22/2012,0,0,1,1,9,,110,2019-09-12T06:37:35,"puzzles, exclusive",2,,1,5,1,0,2,0
525,nascar-unleashed,0,11/1/2011,0,0,2,0,9,,242,2019-07-24T21:09:51,"drift, avoid",2,,0,8,0,0,1,0
526,face-raiders,0,2/26/2011,0,0,4,0,9,,84,2020-06-18T21:03:57,"exclusive, true exclusive",4,"Shooter, Action",1,1,2,0,5,0
527,pocket-card-jockey,0,7/31/2013,0,4,5,0,9,83,64,2019-11-09T10:57:42,"shop, race",5,"Casual, Racing",1,3,2,1,1,1
